,parent,text,label
3175,"Much better now and I think worth keeping, what an article might become is a factor at AfD, problem is who knows what an article might become without doing hours of research unless it is a well known subject?! Well done Bill, glad I don't have to answer your last question!",Better article appeciate your effort - still dont see anything notable in its history! particularly as it was delivered to late to have operated during the war. Most could be a note in B-survivors or an article on the EAA.,0
3176,Well the same 'Designation' parameter could be used for the New Japan situation. It's the same thing.,I like that idea of a 'Designation' parameter and the 'Final champion' parameter. Any other opinions?co,0
3177,"Sorry, I don't really have experience in templates. I only fixed that one link. The image does seem kind of weird like that, though. Hope you find someone who can fix it.",Ok. Thanks anyway.,0
3178,There's always elections of some kind going on... which specific one did you mean?,"There's the August CheckUser and Oversight elections and the Wikimedia Board of Trustees election. At first, I figured that I wouldn't vote, but then I decided to ask you for your advice. So: Just what's an unsophisticated wiki-rube supposed to do?",0
3179,"Sorry, I tend to use a little less tact on my user talk page. I did not alter anyone's comments, I undid the IP's edit that removed my comments from my talk page, I didn't realize that xeno had refractored the IPs comments. ' ' and",I question the assumption of good faith and civility of this comment.,1
3180,"'I don't know why the naming scheme is as it is, I don't personally agree with it but it was decided by the WP:FOOTY project ages back. I'll ask there if people think it should be changed'","'Apparently it was discussed here, I'm none the wiser as to the exact thinking......'",0
3181,"'Agree'. I believe that the article should be split. A page should be put up of all the secondary articles with stubs concerning the secondary articles. However, these are characters just like any other tv show so they should have their own articles.",'Comment' Most character articles in other TV shows should be merged back into a list of characters article. Some shows have had this done - see List of Hannah Montana characters for an example of a show that used to have separate character articles for all the main characters.,0
3182,"Someone did, and it wasn't me -)",Great.,0
3183,Are we all agreed that it's probably not a good idea to create a passerine navbox listing every single species in the order by genus? Just a thought before someone starts work on it... ;),"It'll be a job and a half getting all the families in a taxobox alone, so I agree.",0
3184,I'm adding what I find. Why did you delete the joke? It was clearly labelled as LaRouche movement humor by the source.,"It does look like you are being deliberately disruptive to make a point, and I respectfully request that you cut it out.",0
3185,"At first, I was speaking about language, not coutry, so your argument is completly wrong. Second, you are partly true with that place of birth and nationalities, but it depends on point of view of the author and also on authors of the references. Another thing: it is irrelevant what is going on with Slovak wikipedia in relation to our talk.","O.K., but I think our dispute is already resolved. Best wishes",0
3186,"In any case, I think it's about time to not feed the trolls. Enough has been said on this subject, yes?","Well, I'm trying to teach my kid to type, so it's not totally wasted effort.",0
3187,"No, that's not what I said at all. That's the kind of sloppy reading that starts rumors.","So what did you mean when you said: ""Notice that the press laid off the Joe Jackson hate campaign as soon as he started kinda telling them what they wanted to hear""? Didn't you explicitly say it? How come now you say you didn't?",0
3188,"has answered a similar diatribe of yours most eloquently on your talk page. And by the way, please remember to sign your messages!","I thought two barnstars in one day was too good to be true. ( I'm not offended, in fact I only just noticed when I checked the history of my talk page. ) – 'B.hotep' ••",0
3189,I've just looked at Milton Friedman. Wanna guess how far you have to read before it mentions his political philosophy?,I've just looked at Alan Greenspan. Do you want to guess how long you have to read it before you encounter criticisms?,0
3190,WP:NCNT should not be applied to medieval Scandinavian rulers. /,"How do you arrive at that conclusion? I see nothing in WP:NCNT which specifically exempts ""medieval Scandinavian rulers"" (unless I'm missing something). If you believe that there should be an exemption added, that's an issue which should be discussed at [[ Wikipedia talk:Naming conventions (names and titles)]], not here.—",0
